Task,Model,Type,Epoch,Accuracy,F1,Precision,Recall,Loss,Step,Runtime,Samples Per Second,Steps Per Second
E3_v2,RoBERTa,train,1,0.91449,0.9144037843057293,0.9147096752957516,0.9144899999999999,0.29326900839805603,12500,267.6547,373.616,46.702
E3_v2,RoBERTa,eval,1,0.9142,0.9141029956137544,0.914492742668839,0.9142,0.3007534444332123,12500,52.3798,381.827,47.728
E3_v2,RoBERTa,train,2,0.92044,0.9202967533496247,0.9213127610802717,0.9204399999999999,0.2786473333835602,25000,267.0051,374.525,46.816
E3_v2,RoBERTa,eval,2,0.919,0.9188382337016738,0.9198222681429775,0.919,0.2905910015106201,25000,52.581,380.366,47.546
E3_v2,RoBERTa,train,3,0.92533,0.9251721913410929,0.9255065656833134,0.92533,0.25905388593673706,37500,267.332,374.067,46.758
E3_v2,RoBERTa,eval,3,0.9229,0.9227351093236985,0.923124409867164,0.9228999999999999,0.2729935944080353,37500,52.6731,379.7,47.463
E3_v2,RoBERTa,train,4,0.92925,0.9291715118793842,0.9292988617575667,0.92925,0.24882277846336365,50000,266.7609,374.867,46.858
E3_v2,RoBERTa,eval,4,0.92765,0.9275678723578754,0.927709274341699,0.92765,0.26511406898498535,50000,52.9409,377.78,47.222
E3_v2,RoBERTa,train,5,0.93178,0.9316986729206458,0.9319431729191063,0.9317799999999999,0.24928142130374908,62500,265.5706,376.548,47.068
E3_v2,RoBERTa,eval,5,0.92885,0.9287535855693358,0.9290399474061013,0.92885,0.26811790466308594,62500,52.3499,382.044,47.756
E3_v2,RoBERTa,train,6,0.93341,0.9333449420273005,0.9337087033705332,0.93341,0.24422717094421387,75000,265.9006,376.08,47.01
E3_v2,RoBERTa,eval,6,0.93085,0.9307553099467538,0.9311643637262712,0.93085,0.26519665122032166,75000,52.2005,383.138,47.892
E3_v2,RoBERTa,train,7,0.93449,0.9344258868489115,0.9345909628659617,0.93449,0.24059927463531494,87500,265.5407,376.59,47.074
E3_v2,RoBERTa,eval,7,0.93135,0.9312653547670452,0.9314775850205396,0.9313499999999999,0.26283055543899536,87500,52.4401,381.387,47.673
E3_v2,RoBERTa,train,8,0.93534,0.9352815120586998,0.9354074150275817,0.9353400000000001,0.24129100143909454,100000,265.7114,376.348,47.044
E3_v2,RoBERTa,eval,8,0.93205,0.9319747545674388,0.9321565856396997,0.9320499999999999,0.2640839219093323,100000,52.1801,383.288,47.911
E3_v2,RoBERTa,train,9,0.93591,0.9358445314535607,0.9359626838975272,0.93591,0.23926514387130737,112500,265.951,376.009,47.001
E3_v2,RoBERTa,eval,9,0.9324,0.9323286298724545,0.932491838753766,0.9324,0.26279687881469727,112500,52.5577,380.534,47.567
E3_v2,RoBERTa,train,10,0.93601,0.9359651011400738,0.9361339692851257,0.93601,0.2392956018447876,125000,266.0608,375.854,46.982
E3_v2,RoBERTa,eval,10,0.9328,0.9327427667658057,0.9329658385950961,0.9328,0.2633076608181,125000,52.1201,383.729,47.966
