Task,Model,Type,Epoch,Accuracy,F1,Precision,Recall,Loss,Step,Runtime,Samples Per Second,Steps Per Second
E1_v2,BERT,train,1,0.90571,0.9054996475624206,0.905889379813217,0.90571,0.324800968170166,12500,271.9049,367.776,45.972
E1_v2,BERT,eval,1,0.9043,0.9040708371115436,0.9045331514246807,0.9043000000000001,0.33976635336875916,12500,53.4038,374.505,46.813
E1_v2,BERT,train,2,0.91333,0.9131486074518913,0.9140837184731043,0.91333,0.31166723370552063,25000,271.1646,368.78,46.097
E1_v2,BERT,eval,2,0.91085,0.9106998430857915,0.9118735148437426,0.91085,0.32925570011138916,25000,53.7201,372.3,46.538
E1_v2,BERT,train,3,0.91933,0.9190956153705145,0.9194542615042457,0.9193300000000001,0.30079808831214905,37500,269.9998,370.371,46.296
E1_v2,BERT,eval,3,0.9151,0.9148551896618813,0.9152746413197681,0.9151,0.32058078050613403,37500,53.0409,377.068,47.133
E1_v2,BERT,train,4,0.92388,0.9237521492937033,0.9237110027167228,0.92388,0.2851070165634155,50000,272.309,367.23,45.904
E1_v2,BERT,eval,4,0.91955,0.9194410385622922,0.9194349361769513,0.9195500000000001,0.307647168636322,50000,53.4352,374.285,46.786
E1_v2,BERT,train,5,0.92666,0.926585780860575,0.9269189147917625,0.92666,0.27505433559417725,62500,273.0674,366.21,45.776
E1_v2,BERT,eval,5,0.92235,0.9222734812409652,0.9227309063764381,0.92235,0.29965654015541077,62500,53.5369,373.574,46.697
E1_v2,BERT,train,6,0.9282,0.9280714202588036,0.9284299201714928,0.9281999999999999,0.27229437232017517,75000,271.6824,368.077,46.01
E1_v2,BERT,eval,6,0.92335,0.923204956583768,0.9236279784726583,0.92335,0.30003949999809265,75000,53.5273,373.641,46.705
E1_v2,BERT,train,7,0.92993,0.9298134852399266,0.9299740606381159,0.92993,0.2685059607028961,87500,271.324,368.563,46.07
E1_v2,BERT,eval,7,0.92525,0.925150312519428,0.9253751576781049,0.9252499999999999,0.29837414622306824,87500,53.4414,374.242,46.78
E1_v2,BERT,train,8,0.93018,0.9300666090775415,0.930247397520089,0.93018,0.26818645000457764,100000,271.893,367.792,45.974
E1_v2,BERT,eval,8,0.9259,0.9257909757150583,0.9260884220030209,0.9259000000000001,0.29910793900489807,100000,53.5074,373.78,46.723
E1_v2,BERT,train,9,0.93107,0.9309623616305516,0.9311248982927589,0.9310700000000001,0.26456013321876526,112500,271.484,368.346,46.043
E1_v2,BERT,eval,9,0.92665,0.9265335192231536,0.9267919228178887,0.92665,0.2964861989021301,112500,53.3136,375.138,46.892
E1_v2,BERT,train,10,0.93135,0.9312519648248636,0.9314791647969922,0.93135,0.26335474848747253,125000,271.9601,367.701,45.963
E1_v2,BERT,eval,10,0.92675,0.9266380924443459,0.9269539440188568,0.92675,0.2957667112350464,125000,53.1034,376.623,47.078
