Task,Model,Type,Epoch,Accuracy,F1,Precision,Recall,Loss,Step,Runtime,Samples Per Second,Steps Per Second
C3_v1,RoBERTa,train,1,0.92731,0.9271912913870387,0.9274694781520281,0.92731,0.2285468578338623,12500,266.1629,375.71,46.964
C3_v1,RoBERTa,eval,1,0.9244,0.9242586964774001,0.9245561321546266,0.9244,0.23960116505622864,12500,52.0333,384.369,48.046
C3_v1,RoBERTa,train,2,0.93407,0.9340568488183951,0.9351943971724325,0.93407,0.2241353541612625,25000,265.1011,377.215,47.152
C3_v1,RoBERTa,eval,2,0.9315,0.931456435016615,0.9326134024794114,0.9315,0.24240253865718842,25000,52.1883,383.228,47.903
C3_v1,RoBERTa,train,3,0.93961,0.9395417170051157,0.9395534708176688,0.93961,0.20549090206623077,37500,265.9824,375.965,46.996
C3_v1,RoBERTa,eval,3,0.93545,0.9353799583129647,0.9354188436251449,0.9354500000000001,0.22968612611293793,37500,52.1344,383.624,47.953
C3_v1,RoBERTa,train,4,0.94179,0.9417982215309619,0.9418683980526992,0.94179,0.19618716835975647,50000,266.4278,375.336,46.917
C3_v1,RoBERTa,eval,4,0.93675,0.9367566443781357,0.9368418067454591,0.9367500000000001,0.2251972109079361,50000,52.8102,378.715,47.339
C3_v1,RoBERTa,train,5,0.94492,0.9449142261582095,0.9451462080511548,0.94492,0.1924358755350113,62500,267.6419,373.634,46.704
C3_v1,RoBERTa,eval,5,0.9389,0.9388719223574131,0.9391001909398977,0.9389000000000001,0.22679390013217926,62500,52.4543,381.284,47.66
C3_v1,RoBERTa,train,6,0.94664,0.946623124369337,0.9469402532745433,0.94664,0.18370676040649414,75000,266.8553,374.735,46.842
C3_v1,RoBERTa,eval,6,0.94095,0.9409124336550557,0.9412387915882053,0.94095,0.21858137845993042,75000,52.6026,380.209,47.526
C3_v1,RoBERTa,train,7,0.9476,0.947599325651601,0.9477017158398057,0.9476,0.17938485741615295,87500,267.1862,374.271,46.784
C3_v1,RoBERTa,eval,7,0.94115,0.9411358917947424,0.9412270068510248,0.94115,0.21713459491729736,87500,52.5812,380.364,47.546
C3_v1,RoBERTa,train,8,0.94813,0.9481693845584752,0.9484188775047453,0.94813,0.18157429993152618,100000,267.0269,374.494,46.812
C3_v1,RoBERTa,eval,8,0.9407,0.9407233787414458,0.9409595090920648,0.9407,0.221632719039917,100000,52.6613,379.785,47.473
C3_v1,RoBERTa,train,9,0.94883,0.9488177472424338,0.9489767292522662,0.9488300000000001,0.17743566632270813,112500,267.6515,373.62,46.703
C3_v1,RoBERTa,eval,9,0.94155,0.9415257547826524,0.9416409487569659,0.94155,0.21862046420574188,112500,52.7235,379.338,47.417
C3_v1,RoBERTa,train,10,0.94909,0.9491098037780781,0.9492583919890574,0.94909,0.17732198536396027,125000,266.6752,374.988,46.874
C3_v1,RoBERTa,eval,10,0.94175,0.9417583660328004,0.9418749061490095,0.94175,0.21862883865833282,125000,52.8694,378.291,47.286
