Task,Model,Type,Epoch,Accuracy,F1,Precision,Recall,Loss,Step,Runtime,Samples Per Second,Steps Per Second
D1_v1,BERT,train,1,0.91383,0.9137769551545256,0.9158731480449919,0.91383,0.28956669569015503,12500,274.1576,364.754,45.594
D1_v1,BERT,eval,1,0.9106,0.9105272344092159,0.9129628257647803,0.9106,0.303865522146225,12500,53.6148,373.032,46.629
D1_v1,BERT,train,2,0.9251,0.9251006207217588,0.9268955724056993,0.9251,0.26630210876464844,25000,275.685,362.733,45.342
D1_v1,BERT,eval,2,0.9213,0.9212726705149827,0.9232661695397227,0.9213,0.28671178221702576,25000,53.6558,372.746,46.593
D1_v1,BERT,train,3,0.93366,0.9335730303458007,0.9339967099145503,0.93366,0.2341507375240326,37500,273.4166,365.742,45.718
D1_v1,BERT,eval,3,0.92975,0.9296511028703529,0.9302205520072367,0.92975,0.25947877764701843,37500,53.5618,373.4,46.675
D1_v1,BERT,train,4,0.93776,0.9377865898164456,0.9379462983904223,0.9377599999999999,0.2151890993118286,50000,276.0038,362.314,45.289
D1_v1,BERT,eval,4,0.9322,0.9322192282860204,0.9324120034889699,0.9321999999999999,0.24513691663742065,50000,53.9723,370.561,46.32
D1_v1,BERT,train,5,0.94021,0.9402283113452681,0.9408860644166875,0.94021,0.2152014672756195,62500,275.1636,363.42,45.428
D1_v1,BERT,eval,5,0.93225,0.9322573706155116,0.933013295477384,0.93225,0.2533969283103943,62500,53.7812,371.877,46.485
D1_v1,BERT,train,6,0.94319,0.9431827334704086,0.9434445091513718,0.94319,0.20317703485488892,75000,275.3042,363.235,45.404
D1_v1,BERT,eval,6,0.9342,0.9341696660119356,0.9344623575388196,0.9341999999999999,0.24507009983062744,75000,54.0257,370.194,46.274
D1_v1,BERT,train,7,0.94355,0.9434726262932966,0.9440873762744233,0.94355,0.20064224302768707,87500,273.7669,365.274,45.659
D1_v1,BERT,eval,7,0.9335,0.9333835014142036,0.9340406036442476,0.9335,0.24435846507549286,87500,53.9639,370.618,46.327
D1_v1,BERT,train,8,0.94557,0.9455683172970107,0.9460778711031999,0.94557,0.19830816984176636,100000,275.4601,363.029,45.379
D1_v1,BERT,eval,8,0.9353,0.9352758446913053,0.9358244025032453,0.9353,0.24478241801261902,100000,54.4587,367.251,45.906
D1_v1,BERT,train,9,0.94607,0.9460479257381336,0.9465088770667223,0.9460699999999999,0.19674052298069,112500,274.1221,364.801,45.6
D1_v1,BERT,eval,9,0.93495,0.9349113114305769,0.9354437441153793,0.9349500000000001,0.24489718675613403,112500,54.5153,366.87,45.859
D1_v1,BERT,train,10,0.94615,0.9461486271153636,0.9466225033440014,0.94615,0.19433586299419403,125000,274.6457,364.105,45.513
D1_v1,BERT,eval,10,0.935,0.9349725389273474,0.9354989949505577,0.9349999999999999,0.24257512390613556,125000,54.0506,370.024,46.253
