Task,Model,Type,Epoch,Accuracy,F1,Precision,Recall,Loss,Step,Runtime,Samples Per Second,Steps Per Second
B3_v1,RoBERTa,train,1,0.79252,0.7910852116815718,0.8553287823998874,0.79252,0.5702508091926575,12500,260.435,383.973,47.997
B3_v1,RoBERTa,eval,1,0.7894,0.7883707944951643,0.8535911368850786,0.7894,0.5796061754226685,12500,51.1988,390.634,48.829
B3_v1,RoBERTa,train,2,0.41932,0.315722768589475,0.3144334994366731,0.41932,1.1151390075683594,25000,260.5327,383.829,47.979
B3_v1,RoBERTa,eval,2,0.4165,0.3134158762219399,0.3140116289285777,0.4165,1.1227529048919678,25000,50.6902,394.553,49.319
B3_v1,RoBERTa,train,3,0.41443,0.31237409326833343,0.31653541156649917,0.41442999999999997,1.120495319366455,37500,260.1272,384.427,48.053
B3_v1,RoBERTa,eval,3,0.4121,0.31019133116692166,0.3158655345739986,0.4121,1.1284458637237549,37500,51.2055,390.583,48.823
B3_v1,RoBERTa,train,4,0.42199,0.31806199550905556,0.3148664135937356,0.42199,1.1075962781906128,50000,259.9118,384.746,48.093
B3_v1,RoBERTa,eval,4,0.4214,0.31743330915224593,0.3147972014951192,0.4214,1.1104177236557007,50000,51.0312,391.917,48.99
B3_v1,RoBERTa,train,5,0.42503,0.319995399886272,0.31471746545893,0.42503,1.1033306121826172,62500,259.7118,385.042,48.13
B3_v1,RoBERTa,eval,5,0.4242,0.3195691109126891,0.3144391076069253,0.4242,1.1038610935211182,62500,51.0258,391.959,48.995
