Task,Model,Type,Epoch,Accuracy,F1,Precision,Recall,Loss,Step,Runtime,Samples Per Second,Steps Per Second
D3_v1,RoBERTa,train,1,0.92945,0.9293729064540267,0.9299538309285443,0.92945,0.22956150770187378,12500,267.1295,374.35,46.794
D3_v1,RoBERTa,eval,1,0.92745,0.9273380066747618,0.9280151868300692,0.9274499999999999,0.24117505550384521,12500,52.3803,381.823,47.728
D3_v1,RoBERTa,train,2,0.93442,0.9343954000364314,0.9356507445049809,0.93442,0.22155560553073883,25000,267.9387,373.22,46.652
D3_v1,RoBERTa,eval,2,0.93235,0.932302226693289,0.9335327728026402,0.9323499999999999,0.23814326524734497,25000,52.6583,379.807,47.476
D3_v1,RoBERTa,train,3,0.94007,0.9399702750940067,0.9401453425022046,0.94007,0.19909171760082245,37500,266.7588,374.871,46.859
D3_v1,RoBERTa,eval,3,0.93685,0.9367363086069384,0.9369209000600375,0.93685,0.21958690881729126,37500,52.4645,381.21,47.651
D3_v1,RoBERTa,train,4,0.94302,0.9429818776169671,0.9430388323260372,0.94302,0.18830978870391846,50000,268.0597,373.051,46.631
D3_v1,RoBERTa,eval,4,0.939,0.9389575686829194,0.9390317951248439,0.939,0.21327653527259827,50000,52.4227,381.514,47.689
D3_v1,RoBERTa,train,5,0.94595,0.9459309169998275,0.9462791117885925,0.9459500000000001,0.18515761196613312,62500,267.7634,373.464,46.683
D3_v1,RoBERTa,eval,5,0.93985,0.9398166343801329,0.9401737143492017,0.93985,0.2154076099395752,62500,52.4714,381.16,47.645
D3_v1,RoBERTa,train,6,0.94738,0.947370827550407,0.9477418962091477,0.94738,0.17989589273929596,75000,267.562,373.745,46.718
D3_v1,RoBERTa,eval,6,0.9411,0.9410740160705986,0.9414254594674013,0.9410999999999999,0.21354132890701294,75000,52.408,381.621,47.703
D3_v1,RoBERTa,train,7,0.9489,0.9488854462400365,0.9491711403711952,0.9489,0.172036811709404,87500,267.0924,374.402,46.8
D3_v1,RoBERTa,eval,7,0.94105,0.9410181868687837,0.9412666164927257,0.9410499999999999,0.20777052640914917,87500,52.8699,378.287,47.286
D3_v1,RoBERTa,train,8,0.94996,0.9499581867616158,0.9502101733984638,0.94996,0.17080546915531158,100000,266.8341,374.765,46.846
D3_v1,RoBERTa,eval,8,0.942,0.9419776842046699,0.9421785541970759,0.942,0.20898811519145966,100000,52.5388,380.671,47.584
D3_v1,RoBERTa,train,9,0.95037,0.9503616489003466,0.9505700400299593,0.95037,0.16945333778858185,112500,267.2618,374.165,46.771
D3_v1,RoBERTa,eval,9,0.94225,0.9422221321600879,0.9424014767413279,0.94225,0.20912709832191467,112500,52.2261,382.95,47.869
D3_v1,RoBERTa,train,10,0.95067,0.9506813177523299,0.9509008395528612,0.9506700000000001,0.16954363882541656,125000,265.9911,375.952,46.994
D3_v1,RoBERTa,eval,10,0.94215,0.942155024437723,0.9423670771196817,0.9421499999999999,0.20962244272232056,125000,52.3841,381.795,47.724
