Task,Model,Type,Epoch,Accuracy,F1,Precision,Recall,Loss,Step,Runtime,Samples Per Second,Steps Per Second
B2_v1,DistilBERT,train,1,0.95409,0.9539892139500628,0.9546719579097561,0.95409,0.17513921856880188,12500,143.3367,697.658,87.207
B2_v1,DistilBERT,eval,1,0.9355,0.9352834350454875,0.9360450241466107,0.9355,0.2581227421760559,12500,28.3032,706.635,88.329
B2_v1,DistilBERT,train,2,0.97163,0.9716843573144386,0.9720101944637902,0.97163,0.1260044276714325,25000,142.2236,703.118,87.89
B2_v1,DistilBERT,eval,2,0.9415,0.9416154640831136,0.9420855757020352,0.9414999999999999,0.28839921951293945,25000,28.2543,707.856,88.482
B2_v1,DistilBERT,train,3,0.98328,0.9832862855952211,0.9833052245331853,0.9832799999999999,0.06793223321437836,37500,143.9046,694.905,86.863
B2_v1,DistilBERT,eval,3,0.9413,0.9412690363220776,0.9412432116308873,0.9413,0.3068394660949707,37500,27.8966,716.934,89.617
B2_v1,DistilBERT,train,4,0.99172,0.9917226404312757,0.9917569809984542,0.9917199999999999,0.0347079262137413,50000,142.7423,700.563,87.57
B2_v1,DistilBERT,eval,4,0.9397,0.9396587757789764,0.9398021412128825,0.9397000000000001,0.35332778096199036,50000,28.0875,712.062,89.008
B2_v1,DistilBERT,train,5,0.99563,0.9956303537227822,0.995633673424682,0.99563,0.02076794020831585,62500,143.8939,694.957,86.87
B2_v1,DistilBERT,eval,5,0.93865,0.938588616684412,0.9385632461008323,0.93865,0.4048720598220825,62500,28.2618,707.668,88.459
